Source IP,Destination IP,Flow Duration,Total Fwd Packets,Total Backward Packets,Flow Bytes/s,Flow Packets/s,Label
172.16.0.1,192.168.10.50,90,1,1,66666.664,22222.223,1
172.16.0.1,192.168.10.50,49,1,1,122448.98,40816.33,1
172.16.0.1,192.168.10.50,43,1,1,139534.89,46511.63,1
192.168.10.14,23.48.156.165,1904289,29,38,40165.12,35.183735,0
192.168.10.15,31.13.71.7,182612,7,10,24352.178,93.09355,0
172.16.0.1,192.168.10.50,43,1,1,186046.52,46511.63,1
192.168.10.3,192.168.10.1,66791,1,1,3623.2427,29.944155,0
172.16.0.1,192.168.10.50,42,1,1,142857.14,47619.047,1
172.16.0.1,192.168.10.50,43,1,1,186046.52,46511.63,1
172.16.0.1,192.168.10.50,32,1,1,250000.0,62500.0,1
172.16.0.1,192.168.10.50,13,1,1,615384.6,153846.16,1
151.101.22.2,192.168.10.19,4,2,0,7.75e+06,500000.0,0
172.16.0.1,192.168.10.50,58,1,1,103448.27,34482.758,1
192.168.10.17,122.225.115.203,50,3,0,360000.0,60000.0,0
172.16.0.1,192.168.10.50,14,1,1,428571.44,142857.14,1
192.168.10.17,204.13.194.231,5320327,3,1,2.6314173,0.7518335,0
192.168.10.12,50.63.243.230,66257,4,4,40690.04,120.74196,0
172.16.0.1,192.168.10.50,56,1,1,107142.86,35714.285,1
172.16.0.1,192.168.10.50,35,1,1,228571.42,57142.855,1
192.168.10.15,172.217.10.67,117317895,15,14,56.129543,0.24719162,0
172.16.0.1,192.168.10.50,39,1,1,153846.16,51282.05,1
192.168.10.8,74.119.118.74,20243784,8,9,285.47034,0.83976394,0
172.16.0.1,192.168.10.50,43,1,1,186046.52,46511.63,1
192.168.10.15,182.161.73.86,6017841,8,6,835.51556,2.3264158,0
172.16.0.1,192.168.10.50,45,1,1,133333.33,44444.445,1
192.168.10.15,192.168.10.3,229,2,2,1.4148471e+06,17467.248,0
192.168.10.16,52.84.145.117,3915967,5,1,43.156647,1.5321887,0
172.16.0.1,192.168.10.50,43,1,1,139534.89,46511.63,1
192.168.10.8,192.168.10.3,202,2,2,2.019802e+06,19801.98,0
192.168.10.9,192.168.10.3,196,2,2,1.0816326e+06,20408.164,0
192.168.10.15,192.168.10.3,70212,2,2,3902.4668,56.970318,0
172.16.0.1,192.168.10.50,37,1,1,162162.16,54054.055,1
192.168.10.17,192.168.10.3,191,2,2,1.2565445e+06,20942.408,0
172.217.11.14,192.168.10.19,23,1,1,0.0,86956.52,0
172.16.0.1,192.168.10.50,82,1,1,73170.734,24390.244,1
172.16.0.1,192.168.10.50,54,1,1,148148.14,37037.035,1
172.16.0.1,192.168.10.50,88,1,1,90909.09,22727.273,1
192.168.10.3,192.168.10.1,50931,1,1,2984.43,39.268814,0
172.16.0.1,192.168.10.50,43,1,1,186046.52,46511.63,1
192.168.10.5,52.26.112.159,5334441,3,1,2.2495327,0.74984425,0
172.16.0.1,192.168.10.50,73,1,1,82191.78,27397.26,1
192.168.10.17,185.15.175.135,150942,1,1,79.50073,13.250123,0
172.16.0.1,192.168.10.50,55,1,1,145454.55,36363.637,1
192.168.10.9,192.168.10.3,48580,2,2,4363.9355,82.33841,0
172.16.0.1,192.168.10.50,104,1,1,76923.08,19230.77,1
192.168.10.19,202.55.225.134,110,2,0,0.0,18181.818,0
172.16.0.1,192.168.10.50,55,1,1,109090.91,36363.637,1
192.168.10.15,192.168.10.3,175,2,2,1.1885714e+06,22857.143,0
172.16.0.1,192.168.10.50,71,1,1,84507.04,28169.014,1
172.16.0.1,192.168.10.50,42,1,1,142857.14,47619.047,1
172.16.0.1,192.168.10.50,54,1,1,111111.11,37037.035,1
172.16.0.1,192.168.10.50,62,1,1,96774.195,32258.064,1
172.16.0.1,192.168.10.50,39,1,1,205128.2,51282.05,1
172.16.0.1,192.168.10.50,41,1,1,146341.47,48780.49,1
172.16.0.1,192.168.10.50,61,1,1,98360.66,32786.887,1
172.16.0.1,192.168.10.50,58,1,1,103448.27,34482.758,1
192.168.10.5,172.217.7.3,4172323,5,1,43.38111,1.4380478,0
192.168.10.25,224.0.0.251,19,13,0,7.53e+07,684210.5,0
192.168.10.3,192.168.10.1,23713,1,1,4891.8315,84.34192,0
172.16.0.1,192.168.10.50,43,1,1,139534.89,46511.63,1
172.16.0.1,192.168.10.50,27,1,1,222222.22,74074.07,1
192.168.10.3,192.168.10.1,60732,1,1,2305.2097,32.93157,0
192.168.10.16,192.168.10.3,71323,2,2,3869.7195,56.08289,0
192.168.10.5,198.51.152.179,5308326,9,11,1517.2391,3.767666,0
172.16.0.1,192.168.10.50,62,1,1,96774.195,32258.064,1
192.168.10.19,172.217.12.130,5398415,7,4,148.74736,2.037635,0
172.16.0.1,192.168.10.50,49,1,1,163265.31,40816.33,1
192.168.10.15,172.217.10.4,63426083,7,2,4.3988214,0.14189745,0
172.16.0.1,192.168.10.50,42,1,1,190476.19,47619.047,1
192.168.10.14,192.168.10.3,56166,4,4,10468.967,142.43492,0
172.16.0.1,192.168.10.50,93,1,1,86021.51,21505.377,1
172.16.0.1,192.168.10.50,46,1,1,130434.78,43478.26,1
192.168.10.17,151.101.21.127,115771645,21,15,32.495003,0.31095698,0
8.43.72.67,192.168.10.15,103,1,1,116504.85,19417.477,0
172.16.0.1,192.168.10.50,59,1,1,135593.22,33898.305,1
192.168.10.17,185.13.88.201,137,2,0,87591.24,14598.54,0
192.168.10.14,172.217.10.102,5763010,5,1,31.407198,1.0411226,0
192.168.10.12,104.25.17.36,14980,1,1,801.0681,133.51135,0
172.16.0.1,192.168.10.50,42,1,1,142857.14,47619.047,1
192.168.10.9,192.168.10.3,48046,2,2,10406.693,83.25355,0
192.168.10.9,192.168.10.3,273,2,2,1.956044e+06,14652.015,0
192.168.10.3,192.168.10.1,47611,1,1,2394.4045,42.0071,0
188.165.145.88,192.168.10.8,3,2,0,4e+06,666666.7,0
172.16.0.1,192.168.10.50,35,1,1,171428.58,57142.855,1
172.16.0.1,192.168.10.50,50,1,1,120000.0,40000.0,1
172.16.0.1,192.168.10.50,8,1,1,1e+06,250000.0,1
172.16.0.1,192.168.10.50,66,1,1,90909.09,30303.031,1
172.16.0.1,192.168.10.50,39,1,1,153846.16,51282.05,1
172.16.0.1,192.168.10.50,53,1,1,150943.39,37735.848,1
172.16.0.1,192.168.10.50,26,1,1,230769.23,76923.08,1
172.16.0.1,192.168.10.50,31,1,1,258064.52,64516.13,1
192.168.10.14,54.248.246.29,60996047,14,13,86.25149,0.44265163,0
172.217.10.6,192.168.10.14,257891,2,0,46.53129,7.755214,0
192.168.10.15,88.208.4.250,144,2,0,83333.336,13888.889,0
172.16.0.1,192.168.10.50,42,1,1,190476.19,47619.047,1
172.16.0.1,192.168.10.50,51,1,1,117647.06,39215.688,1
192.168.10.15,192.168.10.3,23964,2,2,20447.338,166.91704,0
172.16.0.1,192.168.10.50,48,1,1,125000.0,41666.668,1
192.168.10.3,192.168.10.1,202951,1,1,655.3306,9.854595,0
192.168.10.9,192.168.10.3,208,2,2,1.1730769e+06,19230.77,0
192.168.10.15,192.168.10.50,1467010,39,44,6443.037,56.577663,0
172.217.11.6,192.168.10.9,3,2,0,4e+06,666666.7,0
192.168.10.8,192.168.10.3,30625,2,2,8359.184,130.61224,0
192.168.10.5,192.168.10.3,800,2,2,375000.0,5000.0,0
172.16.0.1,192.168.10.50,49,1,1,122448.98,40816.33,1
192.168.10.16,172.217.6.200,117511421,36,56,569.29785,0.7829026,0
192.168.10.14,23.60.139.27,5788954,3,1,2.0729134,0.69097114,0
172.16.0.1,192.168.10.50,39,1,1,153846.16,51282.05,1
172.16.0.1,192.168.10.50,50,1,1,120000.0,40000.0,1
172.16.0.1,192.168.10.50,43,1,1,139534.89,46511.63,1
172.16.0.1,192.168.10.50,43,1,1,186046.52,46511.63,1
172.16.0.1,192.168.10.50,55,1,1,109090.91,36363.637,1
192.168.10.14,192.168.10.3,61845,4,2,11803.703,97.01674,0
172.16.0.1,192.168.10.50,43,1,1,139534.89,46511.63,1
172.16.0.1,192.168.10.50,44,1,1,136363.64,45454.547,1
172.16.0.1,192.168.10.50,40,1,1,200000.0,50000.0,1
172.16.0.1,192.168.10.50,25,1,1,320000.0,80000.0,1
172.16.0.1,192.168.10.50,44,1,1,181818.19,45454.547,1
172.16.0.1,192.168.10.50,11,1,1,545454.56,181818.19,1
192.168.10.14,192.168.10.3,165,2,2,993939.4,24242.424,0
172.16.0.1,192.168.10.50,58,1,1,137931.03,34482.758,1
192.168.10.9,23.60.139.27,37860894,7,7,59.216774,0.36977467,0
192.168.10.8,104.24.25.85,47,2,0,255319.16,42553.19,0
192.168.10.8,192.168.10.3,198,2,2,1.5555555e+06,20202.02,0
192.168.10.16,69.172.216.111,151,2,0,0.0,13245.033,0
172.16.0.1,192.168.10.50,44,1,1,181818.19,45454.547,1
172.217.9.226,192.168.10.17,40,1,1,0.0,50000.0,0
172.16.0.1,192.168.10.50,43,1,1,186046.52,46511.63,1
192.168.10.3,192.168.10.1,59140,1,1,2806.899,33.818058,0
192.168.10.8,172.217.11.3,117070663,15,15,56.957054,0.25625548,0
192.168.10.50,192.168.10.3,156,2,2,589743.56,25641.025,0
172.16.0.1,192.168.10.50,71,1,1,84507.04,28169.014,1
192.168.10.3,192.168.10.1,47721,1,1,3457.5972,41.91027,0
172.16.0.1,192.168.10.50,65,1,1,123076.92,30769.23,1
172.16.0.1,192.168.10.50,50,1,1,120000.0,40000.0,1
172.16.0.1,192.168.10.50,32,1,1,187500.0,62500.0,1
192.168.10.8,52.52.208.216,123,3,0,349593.5,24390.244,0
172.16.0.1,192.168.10.50,4,1,1,2e+06,500000.0,1
172.16.0.1,192.168.10.50,62,1,1,96774.195,32258.064,1
172.16.0.1,192.168.10.50,42,1,1,142857.14,47619.047,1
192.168.10.14,192.168.10.3,32807,2,2,5242.7837,121.9252,0
192.168.10.16,192.168.10.3,227,2,2,1.215859e+06,17621.145,0
172.16.0.1,192.168.10.50,48,1,1,125000.0,41666.668,1
172.16.0.1,192.168.10.50,57,1,1,140350.88,35087.72,1
172.16.0.1,192.168.10.50,43,1,1,186046.52,46511.63,1
172.16.0.1,192.168.10.50,68,1,1,88235.3,29411.766,1
192.168.10.3,192.168.10.1,1150761,2,2,287.63574,3.4759607,0
172.217.12.162,192.168.10.9,24,1,1,500000.0,83333.336,0
192.168.10.9,192.168.10.3,183,2,2,721311.5,21857.924,0
172.16.0.1,192.168.10.50,56,1,1,107142.86,35714.285,1
172.16.0.1,192.168.10.50,44,1,1,136363.64,45454.547,1
192.168.10.8,184.173.185.56,48,2,0,250000.0,41666.668,0
172.16.0.1,192.168.10.50,62,1,1,96774.195,32258.064,1
172.16.0.1,192.168.10.50,66,1,1,121212.125,30303.031,1
172.16.0.1,192.168.10.50,44,1,1,181818.19,45454.547,1
192.168.10.14,69.16.175.42,5169293,3,1,2.3214006,0.7738002,0
192.168.10.15,192.168.10.3,1163429,6,2,445.2356,6.8762255,0
192.168.10.19,67.72.99.137,78256,3,5,24407.074,102.228584,0
172.16.0.1,192.168.10.50,33,1,1,242424.25,60606.062,1
172.16.0.1,192.168.10.50,43,1,1,186046.52,46511.63,1
192.168.10.17,192.168.10.3,200,2,2,1.26e+06,20000.0,0
172.16.0.1,192.168.10.50,67,1,1,89552.24,29850.746,1
172.16.0.1,192.168.10.50,48,1,1,166666.67,41666.668,1
172.16.0.1,192.168.10.50,42,1,1,190476.19,47619.047,1
172.16.0.1,192.168.10.50,49,1,1,122448.98,40816.33,1
192.168.10.5,52.84.143.99,115630552,24,23,128.51274,0.40646696,0
172.16.0.1,192.168.10.50,43,1,1,139534.89,46511.63,1
172.16.0.1,192.168.10.50,74,1,1,108108.11,27027.027,1
172.16.0.1,192.168.10.50,47,1,1,170212.77,42553.19,1
172.16.0.1,192.168.10.50,72,1,1,111111.11,27777.777,1
172.16.0.1,192.168.10.50,44,1,1,136363.64,45454.547,1
192.168.10.14,192.168.10.3,186,2,2,903225.8,21505.377,0
172.16.0.1,192.168.10.50,71,1,1,84507.04,28169.014,1
192.168.10.8,136.243.33.19,63,2,0,190476.19,31746.031,0
192.168.10.50,172.16.0.1,1,1,1,6e+06,2e+06,0
172.16.0.1,192.168.10.50,43,1,1,186046.52,46511.63,1
172.16.0.1,192.168.10.50,42,1,1,190476.19,47619.047,1
172.16.0.1,192.168.10.50,47,1,1,170212.77,42553.19,1
172.16.0.1,192.168.10.50,47,1,1,127659.58,42553.19,1
172.16.0.1,192.168.10.50,13,1,1,461538.47,153846.16,1
192.168.10.19,192.168.10.50,1315205,41,42,7118.2817,63.108032,0
172.16.0.1,192.168.10.50,55,1,1,145454.55,36363.637,1
172.16.0.1,192.168.10.50,65,1,1,123076.92,30769.23,1
172.16.0.1,192.168.10.50,37,1,1,162162.16,54054.055,1
192.168.10.17,23.5.251.27,5872605,3,1,0.0,0.68112874,0
192.168.10.3,192.168.10.1,60085,1,1,2429.8909,33.28618,0
192.168.10.3,192.168.10.1,108201,1,1,1414.035,18.484118,0
172.16.0.1,192.168.10.50,57,1,1,105263.16,35087.72,1
192.168.10.8,172.217.10.225,104902432,225,365,4987.0913,5.624274,0
172.16.0.1,192.168.10.50,43,1,1,139534.89,46511.63,1
104.84.149.185,192.168.10.8,279,3,1,175627.23,14336.918,0
192.168.10.8,192.168.10.3,211,2,2,2.521327e+06,18957.346,0
172.16.0.1,192.168.10.50,57,1,1,140350.88,35087.72,1
192.168.10.14,172.217.6.196,5069985,5,1,35.700302,1.1834354,0
192.168.10.15,192.168.10.3,23561,2,2,13496.881,169.77208,0
172.16.0.1,192.168.10.50,42,1,1,142857.14,47619.047,1
192.168.10.3,192.168.10.1,31001,1,1,6354.634,64.514046,0
192.168.10.3,192.168.10.1,1340387,1,1,136.52774,1.4921064,0
172.16.0.1,192.168.10.50,17,1,1,352941.2,117647.06,1
192.168.10.12,23.192.9.190,115942097,25,20,61.91884,0.38812476,0
172.16.0.1,192.168.10.50,42,1,1,190476.19,47619.047,1
172.16.0.1,192.168.10.50,74,1,1,81081.08,27027.027,1
23.194.140.43,192.168.10.14,16,3,0,2.6875e+06,187500.0,0
172.16.0.1,192.168.10.50,44,1,1,136363.64,45454.547,1
192.168.10.5,158.255.65.22,138,2,0,86956.52,14492.754,0
192.229.211.82,192.168.10.8,20,1,1,600000.0,100000.0,0
192.168.10.19,192.168.10.3,32703,2,2,9051.157,122.312935,0
172.16.0.1,192.168.10.50,44,1,1,136363.64,45454.547,1
172.16.0.1,192.168.10.50,517,2,1,19342.36,5802.708,1
172.16.0.1,192.168.10.50,24,1,1,250000.0,83333.336,1
172.16.0.1,192.168.10.50,49,1,1,122448.98,40816.33,1
172.16.0.1,192.168.10.50,14,1,1,571428.56,142857.14,1
172.16.0.1,192.168.10.50,97,1,1,61855.67,20618.557,1
172.16.0.1,192.168.10.50,21,1,1,380952.38,95238.09,1
172.16.0.1,192.168.10.50,45,1,1,133333.33,44444.445,1
68.67.180.12,192.168.10.14,696,2,0,17241.379,2873.5632,0
172.16.0.1,192.168.10.50,29,1,1,206896.55,68965.516,1
192.168.10.3,192.168.10.1,23614,1,1,12280.851,84.69552,0
172.16.0.1,192.168.10.50,39,1,1,205128.2,51282.05,1
192.168.10.3,192.168.10.1,24075,1,1,6895.1196,83.07373,0
172.16.0.1,192.168.10.50,44,1,1,136363.64,45454.547,1
172.16.0.1,192.168.10.50,58,1,1,137931.03,34482.758,1
192.168.10.5,52.84.143.200,115329611,17,17,52.172203,0.2948072,0
172.217.10.131,192.168.10.17,73,1,1,0.0,27397.26,0
172.16.0.1,192.168.10.50,34,1,1,235294.12,58823.53,1
172.16.0.1,192.168.10.50,16,1,1,375000.0,125000.0,1
172.16.0.1,192.168.10.50,16,1,1,375000.0,125000.0,1
192.168.10.17,192.168.10.3,62173,2,2,8556.769,64.33661,0
172.16.0.1,192.168.10.50,16,1,1,375000.0,125000.0,1
192.168.10.16,172.217.10.46,4479158,5,1,37.730305,1.3395375,0
69.172.216.111,192.168.10.16,59,1,1,0.0,33898.305,0
172.16.0.1,192.168.10.50,65,1,1,123076.92,30769.23,1
172.16.0.1,192.168.10.50,77,1,1,103896.1,25974.025,1
172.16.0.1,192.168.10.50,43,1,1,186046.52,46511.63,1
192.168.10.9,192.168.10.3,50152,2,2,4625.937,79.75754,0
172.16.0.1,192.168.10.50,12,1,1,666666.7,166666.67,1
192.168.10.25,203.154.100.144,856901,10,5,1906.8713,17.50494,0
172.16.0.1,192.168.10.50,58,1,1,103448.27,34482.758,1
172.16.0.1,192.168.10.50,36,1,1,166666.67,55555.555,1
172.16.0.1,192.168.10.50,38,1,1,210526.31,52631.58,1
172.16.0.1,192.168.10.50,11,1,1,727272.75,181818.19,1
172.16.0.1,192.168.10.50,38,1,1,210526.31,52631.58,1
172.16.0.1,192.168.10.50,37,1,1,162162.16,54054.055,1
172.16.0.1,192.168.10.50,45,1,1,177777.78,44444.445,1
192.168.10.17,192.168.10.3,263,2,2,1.269962e+06,15209.125,0
172.16.0.1,192.168.10.50,40,1,1,150000.0,50000.0,1
172.16.0.1,192.168.10.50,13,1,1,461538.47,153846.16,1
192.168.10.8,192.168.10.3,95369,2,2,4236.1772,41.94235,0
192.168.10.3,192.168.10.1,83164,1,1,2440.96,24.048868,0
172.16.0.1,192.168.10.50,31,1,1,258064.52,64516.13,1
192.168.10.15,199.59.149.200,3328760,5,1,54.374603,1.802473,0
172.16.0.1,192.168.10.50,69,1,1,115942.03,28985.508,1
192.168.10.9,23.60.139.27,5979625,3,1,2.0068147,0.6689383,0
172.16.0.1,192.168.10.50,43,1,1,186046.52,46511.63,1
172.16.0.1,192.168.10.50,29,1,1,206896.55,68965.516,1
192.168.10.9,172.217.10.67,186313,13,11,31774.486,128.81549,0
204.236.225.197,192.168.10.12,169,3,0,183431.95,17751.479,0
192.168.10.3,192.168.10.1,61560,1,1,3849.9026,32.48863,0
172.16.0.1,192.168.10.50,45,1,1,133333.33,44444.445,1
172.16.0.1,192.168.10.50,64,1,1,125000.0,31250.0,1
172.16.0.1,192.168.10.50,82,1,1,97560.98,24390.244,1
54.165.190.162,192.168.10.15,3,2,0,1.23e+07,666666.7,0
192.168.10.3,192.168.10.1,3154586,2,2,96.36764,1.2679952,0
172.16.0.1,192.168.10.50,51,1,1,117647.06,39215.688,1
172.16.0.1,192.168.10.50,48,1,1,125000.0,41666.668,1
192.168.10.3,192.168.10.1,351446,1,1,509.32434,5.690775,0
172.16.0.1,192.168.10.50,43,1,1,139534.89,46511.63,1
192.168.10.8,192.168.10.3,39002,2,2,7127.8394,102.558846,0
172.16.0.1,192.168.10.50,63,1,1,95238.09,31746.031,1
172.16.0.1,192.168.10.50,56,1,1,107142.86,35714.285,1
172.16.0.1,192.168.10.50,43,1,1,139534.89,46511.63,1
172.217.10.99,192.168.10.5,1,2,0,1.2e+07,2e+06,0
172.16.0.1,192.168.10.50,43,1,1,186046.52,46511.63,1
172.16.0.1,192.168.10.50,74,1,1,81081.08,27027.027,1
192.168.10.14,192.168.10.3,77779,4,2,3934.2239,77.14165,0
192.168.10.15,192.168.10.3,590123,4,4,1115.0217,13.556496,0
192.168.10.17,192.168.10.50,1242797,41,44,7738.995,68.39411,0
172.16.0.1,192.168.10.50,44,1,1,136363.64,45454.547,1
192.168.10.15,52.26.221.216,226,2,0,163716.81,8849.558,0
172.16.0.1,192.168.10.50,49,1,1,122448.98,40816.33,1
172.16.0.1,192.168.10.50,70,1,1,114285.71,28571.428,1
192.168.10.16,93.184.216.16,62899121,4,5,4.435674,0.14308625,0
172.16.0.1,192.168.10.50,49,1,1,163265.31,40816.33,1
172.16.0.1,192.168.10.50,42,1,1,142857.14,47619.047,1
172.16.0.1,192.168.10.50,68,1,1,88235.3,29411.766,1
172.16.0.1,192.168.10.50,45,1,1,133333.33,44444.445,1
172.16.0.1,192.168.10.50,74,1,1,81081.08,27027.027,1
192.168.10.15,192.168.10.3,198,2,2,828282.8,20202.02,0
192.168.10.8,192.168.10.3,122239,2,2,2863.2434,32.722782,0
172.16.0.1,192.168.10.50,53,1,1,150943.39,37735.848,1
192.168.10.12,68.67.178.109,65,2,0,0.0,30769.23,0
192.168.10.12,192.168.10.3,67168,2,2,2679.8477,59.552166,0
209.48.71.250,192.168.10.5,72,1,1,166666.67,27777.777,0
172.16.0.1,192.168.10.50,25,1,1,240000.0,80000.0,1
172.16.0.1,192.168.10.50,82,1,1,73170.734,24390.244,1
192.168.10.14,69.16.175.42,5538332,3,1,2.1667173,0.72223914,0
172.16.0.1,192.168.10.50,54,1,1,148148.14,37037.035,1
192.168.10.12,104.16.87.26,94167,11,9,64990.92,212.38863,0
52.84.145.172,192.168.10.14,33,1,1,363636.38,60606.062,0
172.16.0.1,192.168.10.50,43,1,1,186046.52,46511.63,1
172.16.0.1,192.168.10.50,86,1,1,93023.26,23255.814,1
192.168.10.19,192.168.10.3,47119,2,2,10993.442,84.89144,0
172.16.0.1,192.168.10.50,24,1,1,250000.0,83333.336,1
172.16.0.1,192.168.10.50,80,1,1,75000.0,25000.0,1
172.16.0.1,192.168.10.50,49,1,1,163265.31,40816.33,1
172.16.0.1,192.168.10.50,64,1,1,125000.0,31250.0,1
172.16.0.1,192.168.10.50,46,1,1,130434.78,43478.26,1
172.16.0.1,192.168.10.50,106138,3,6,109414.16,84.795265,1
192.168.10.25,23.208.104.19,43546655,268,423,19471.117,15.868038,0
172.16.0.1,192.168.10.50,42,1,1,190476.19,47619.047,1
172.16.0.1,192.168.10.50,49,1,1,122448.98,40816.33,1
172.16.0.1,192.168.10.50,37,1,1,216216.22,54054.055,1
192.168.10.3,192.168.10.1,47892,1,1,3821.0974,41.760628,0
172.16.0.1,192.168.10.50,13,1,1,461538.47,153846.16,1
172.16.0.1,192.168.10.50,58,1,1,103448.27,34482.758,1
192.168.10.3,192.168.10.1,23379,1,1,5303.9053,85.54686,0
192.168.10.14,192.168.10.3,173,2,2,1.6878612e+06,23121.387,0
192.168.10.9,52.84.145.171,5135388,10,7,1533.4772,3.3103633,0
192.168.10.8,188.165.229.117,30867074,12,12,368.2241,0.7775275,0
192.168.10.50,192.168.10.3,184,2,2,500000.0,21739.13,0
192.168.10.3,192.168.10.1,30677,1,1,4433.2886,65.19543,0
192.168.10.50,192.168.10.8,92,1,3,2.26e+07,43478.26,0
172.16.0.1,192.168.10.50,42,1,1,142857.14,47619.047,1
192.168.10.19,67.72.99.137,49931,3,0,0.0,60.082916,0
192.168.10.19,192.168.10.3,94510,2,2,3322.3997,42.323563,0
192.168.10.3,192.168.10.1,70915,1,1,3793.2737,28.202778,0
172.16.0.1,192.168.10.50,71,1,1,84507.04,28169.014,1
192.168.10.19,192.168.10.3,405899,2,2,404.0414,9.854669,0
172.16.0.1,192.168.10.50,78,1,1,102564.1,25641.025,1
192.168.10.14,54.243.144.32,61534603,16,15,134.50969,0.5037816,0
172.16.0.1,192.168.10.50,57,1,1,140350.88,35087.72,1
192.168.10.5,50.116.194.23,2346375,2,0,5.114272,0.85237867,0
192.168.10.14,192.168.10.3,91259,4,2,3835.2383,65.74694,0
172.16.0.1,192.168.10.50,45,1,1,177777.78,44444.445,1
192.168.10.15,192.168.10.3,61036,4,2,6160.299,98.30264,0
172.16.0.1,192.168.10.50,54,1,1,148148.14,37037.035,1
172.16.0.1,192.168.10.50,84,1,1,95238.09,23809.523,1
172.16.0.1,192.168.10.50,20,1,1,400000.0,100000.0,1
192.168.10.15,192.168.10.3,177,2,2,1.5932204e+06,22598.87,0
172.16.0.1,192.168.10.50,26,1,1,230769.23,76923.08,1
172.16.0.1,192.168.10.50,106,1,1,75471.695,18867.924,1
172.16.0.1,192.168.10.50,43,1,1,186046.52,46511.63,1
172.16.0.1,192.168.10.50,67,1,1,119402.984,29850.746,1
172.16.0.1,192.168.10.50,59,1,1,101694.914,33898.305,1
172.16.0.1,192.168.10.50,39,1,1,153846.16,51282.05,1
172.16.0.1,192.168.10.50,45,1,1,133333.33,44444.445,1
172.16.0.1,192.168.10.50,70,1,1,114285.71,28571.428,1
172.16.0.1,192.168.10.50,30,1,1,266666.66,66666.664,1
172.16.0.1,192.168.10.50,45,1,1,177777.78,44444.445,1
192.168.10.15,192.168.10.3,185,2,2,1.3621621e+06,21621.621,0
192.168.10.3,192.168.10.1,46646,1,1,3751.6614,42.87613,0
192.168.10.15,192.168.10.3,59767,4,2,4684.8594,100.38985,0
192.168.10.12,23.194.141.182,116006066,23,22,113.149254,0.38791075,0
172.16.0.1,192.168.10.50,59,1,1,135593.22,33898.305,1
172.16.0.1,192.168.10.50,48,1,1,125000.0,41666.668,1
192.168.10.17,173.194.66.109,2035695,17,24,2897.2905,20.140541,0
151.101.21.127,192.168.10.17,3,2,0,1.03e+07,666666.7,0
192.168.10.14,192.168.10.3,200,2,2,2.4e+06,20000.0,0
172.16.0.1,192.168.10.50,45,1,1,133333.33,44444.445,1
172.16.0.1,192.168.10.50,52,1,1,115384.62,38461.54,1
192.168.10.14,192.168.10.3,23812,2,2,20829.834,167.98253,0
172.16.0.1,192.168.10.50,41,1,1,146341.47,48780.49,1
192.168.10.3,192.168.10.1,85423,1,1,2692.4834,23.412899,0
172.16.0.1,192.168.10.50,50,1,1,120000.0,40000.0,1
172.16.0.1,192.168.10.50,47,1,1,127659.58,42553.19,1
172.16.0.1,192.168.10.50,38,1,1,210526.31,52631.58,1
173.194.66.156,192.168.10.12,3,2,0,0.0,666666.7,0
172.16.0.1,192.168.10.50,48,1,1,166666.67,41666.668,1
212.42.76.247,192.168.10.12,114632,2,1,0.0,26.170702,0
172.16.0.1,192.168.10.50,68,1,1,117647.06,29411.766,1
172.16.0.1,192.168.10.50,54,1,1,148148.14,37037.035,1
172.16.0.1,192.168.10.50,17,1,1,352941.2,117647.06,1
172.16.0.1,192.168.10.50,11007386,4,2,1.6352656,0.5450885,1
172.16.0.1,192.168.10.50,63,1,1,95238.09,31746.031,1
192.168.10.15,216.58.219.193,5997299,3,1,2.0009007,0.6669669,0
172.16.0.1,192.168.10.50,71,1,1,112676.055,28169.014,1
192.168.10.17,172.217.10.232,115548006,26,25,182.70328,0.441375,0
172.16.0.1,192.168.10.50,48,1,1,125000.0,41666.668,1
172.16.0.1,192.168.10.50,42,1,1,190476.19,47619.047,1
192.168.10.15,192.168.10.3,60919,4,2,6303.452,98.49144,0
192.168.10.16,68.67.178.137,5181092,7,4,142.82703,2.1231046,0
172.16.0.1,192.168.10.50,43,1,1,139534.89,46511.63,1
172.16.0.1,192.168.10.50,69,1,1,115942.03,28985.508,1
192.168.10.19,151.101.0.207,4,2,0,3e+06,500000.0,0
192.168.10.15,172.217.12.194,1361479,14,13,4556.0747,19.831375,0
192.168.10.19,192.168.10.3,46907,2,2,5500.245,85.275116,0
172.16.0.1,192.168.10.50,30,1,1,266666.66,66666.664,1
192.168.10.3,192.168.10.1,189114,1,1,713.85516,10.575632,0
192.168.10.16,192.168.10.3,196,2,2,1.7142858e+06,20408.164,0
172.16.0.1,192.168.10.50,43,1,1,139534.89,46511.63,1
172.16.0.1,192.168.10.50,79,1,1,75949.37,25316.455,1
172.16.0.1,192.168.10.50,83,1,1,96385.54,24096.385,1
192.168.10.8,192.168.10.3,156,2,2,1.2564102e+06,25641.025,0
104.88.108.162,192.168.10.5,366,2,0,32786.887,5464.481,0
172.16.0.1,192.168.10.50,11,1,1,727272.75,181818.19,1
192.168.10.8,172.217.11.33,5637496,3,1,2.1286047,0.7095349,0
192.168.10.50,172.16.0.1,657,1,1,0.0,3044.1401,0
192.168.10.50,192.168.10.3,196,2,2,469387.75,20408.164,0
192.168.10.8,192.168.10.3,205,2,2,858536.56,19512.195,0
172.16.0.1,192.168.10.50,42,1,1,142857.14,47619.047,1
